ID,Title,Price_Location,Body_Text
1481,1 bed · 2 bath · Apartment,$399 / Month,"Men’s private room at the Branbury for sale. Super relaxed place and I’ve discounted the price! Usually $459/month, but I’ve paid April already and I’m dropping the price to $399 including utilities! The Branbury has super fast Google internet, a pool, hot tub, basketball court, volleyball court, fitness center, laundry facility, hair stylist, tanning, and a lot more! It’s also right next to the Provo River Parkway Trail.
The apartment has 4 bedrooms total, so 3 other roomma...
See More"
1482,Shared women contract SP/SU,"$280 · Provo, UT","Shared room for rent available immediately
Reduced price to $280, PLUS I'll pay a months rent
4 person Apartment...
See More"
1483,2 beds · 2 bath · Apartment,"$1,100 / Month","Great third floor, 2 bedroom/2 bath CONDO in Orem available. Conveniently located with easy access to BYU and UVU. Vaulted ceiling in the family room, gas fireplace, washer & dryer hookups (W&D not included).
1 covered parking stall and 1 not covered. Center park area with BBQ grill. No animals/pets and entire complex is non-smoking. $1,100 per month plus utilities. One year contract required by HOA. Available May 4th"
1484,Private and shared womens BYU housing,"$330 · Orem, UT","Two spots available in Aretta Gardens for spring/summer. 1 private room and 1 shared room available. There is an option to renew in the fall.
Shared room is $265/month
Private room is $330/month
Call or text Lori at 317 658 3684"
1485,2 beds · 2 bath · Apartment,$390 / Month,Come stay for Spring/Summer at the Atrium! SOO close to campus - right next to the Brick Oven. Spacious kitchens and room - bigger than any single housing in Provo. Washer/Dryer included in the apartment! Also included: three amazing covid-free roommates :)
1486,2 beds · 2 bath · Apartment,$280 / Month,"This is my fiancé’s apartment, she has loved living here and her roommates are all incredibly friendly and hang out all the time. The room is shared, but rent is only $280 a month and you’re just a block from BYU. It comes with two parking spots and is very well maintained. The contract is from May 1 to the end of August. It has a brand new microwave, washing machine and dishwasher all in unit."
1487,Shared BYU Spring/Summer Contract DISCOUNTED,"$300 · Provo, UT","Original price is $355 a month but I will discount to $300 and pay for your utilities. April rent is completely paid for as well. You can move in whenever you need to. Only 2 blocks south of BYU, includes a washer and dryer in unit and free covered parking."
1488,2 beds · 1 bath · Apartment,$345 / Month,Shared men's room available now. Great roommates and the location is walking distance to BYU. The contract goes through August. Cost is $345 a month plus utilities. Willing to negotiate April's rent.
1489,Available NOW for April! Shared women's in Provo - NORMALLY $370,"$270 · Provo, UT","Looking for a place for two for April? Look no further!
Rent is $370 but I am offering a $100 discount EACH! Shared room, in home washer and dryer, dishwasher included, move in ready TODAY!"
1490,"ISO Renter for Spring/Summer 2020 - 1 Private Womens Room in Timpanogos Gateway (Provo, Utah)","$360 · Provo, UT","- 1 large private room available for single women student
- Spring/Summer only contract available (2020 academic year) ($360/month + utilities - electricity & gas)
- BYU approved housing...
See More"
1491,2 Womens S/S Discounted Contracts,"$280 · Provo, UT","Contracts beginning end of April through August
-2 floors
-washer/dryer in unit...
See More"
1492,2 beds · 1 bath · Apartment,$275 / Month,"**Discounted Spring/Summer Women's Shared Room**
Selling a BYU approved contract at Eastpointe at a discounted price of $275 from now until August!
Has plenty of storage area, dishwasher, tv, laundry facility. Would have 3 other roommates who are way awesome ladies!The ward is super friendly! Parking is also available on site!...
See More"
1493,Mens contract AVAILABLE NOW @ Liberty Square-,"$395 · Provo, UT","LIBERTY SQUARE in PROVO, UTAH MENS CONTRACT (April 2020-August 2021)summer contract with renewal
$386/summer
$395/month renewal in August Including Utilities
Furnished...


See More"
1494,2 Female Private rooms,"$375 · Provo, UT","2 Female Private rooms at Omni available immediately!!!!!
-$375 + utilities
-contract renewal available...
See More"
1495,LIBERTY SQUARE!!!,"$450 · Rolla, MO","Tell Me y’all don’t wanna live here? It’s the best place in Provo. You get a shared room(with another open spot so call your friends) with a nice view from your second story window, yeah you got that right! It’s a two story apartment for you, how about that eh? Contact me if that is something you are about, and we already know that you are🙏🏼"
1496,RENT,$445 ·,"RENT IS $445 (INCLUDING UTILITIES), BUT I'LL PAY YOU $45/MONTH FOR UTILITIES!!!! MOVE IN WHENEVER!"
1497,RENT,$445 ·,"RENT IS $445, BUT I'LL PAY YOU $45/MONTH FOR UTILITIES!!!! MOVE IN WHENEVER!"
1498,Mens private room,"$400 · Orem, UT",Selling at promenade place NORMALLY 525+ BUT SELLING FOR 400 selling ASAP
1499,Mens shared room at Raintree available now,"$195 · Prue, OK","Great deal! Normally $389. My son has moved back home, and we’re selling his contact for half price. Move in today!"
1500,(SOLD) Spring summer housing,"$250 · Provo, UT","Big private room with the largest closet. Shared bathroom and 4 parking spots per apartment. Two blocks south of BYU campus. I have loved living here but am leaving for a summer internship. Available Beginning of May.
Message me with questions! 🌸"
1501,Womens shared room summer contract,"$290 · Provo, UT","GREAT LOCATION
BDA apartment complex on 700, south of campus
3 roommates total
Washer and dryer in the apartment!
More storage then you’ll ever use"
1502,(UNAVAILABLE) Men's PRIVATE Room Contract @University Ave Condos w/option to renew for 2020/2021 school year,"$249 · Provo, UT","*** $249/mo MEN'S PRIVATE ROOM
*** AVAILABLE NOW!!! sp/su contract
*** Renewable for 2020/2021 school year....
See More"
1503,Women's Private Room - The Omni,"$350 · Provo, UT","Selling a private women's contact at The Omni. Rent is $350, apartment is available as soon as possible. Great roommates, great ward and socials environment. Please message me if interested."
1504,Men's Shared Contract at Raintree Commons,"$320 · Provo, UT","Selling a shared men's contract at Raintree Commons. Available now, lease ends 08/20/2020. Rent is $320 plus $40 in utilities. Great roommates, super social, great pool and clubhouse. Willing to pay April's rent! Please message me if interested."
1505,Branbury Private Men’s Room,"$449 · Lehi, UT","I AM WILLING TO PAY APRIL’S RENT!!
I’m selling my private room at the Branbury for the rest of the contract length. You also have the option to renew if you need to. You can move in whenever.
A second floor apartment. The bedroom has a twin bed and a private balcony ($449 after utilities)....
See More"
1506,3 beds · 2 bath · Apartment,$350 / Month,"Raintree commons contract available ASAP!!
-rent is 350$
-utilities included
-shared room
-laundry, pool and hot tub services! ...


See More"
1507,2 beds · 1 bath · Apartment,$380 / Month,"Liberty on Freedom
Shared Woman’s Apartment $380/Month
(Utilities included in that price)
We are willing to pay $190/ month (half) through August to help with the rent. I moved home for the semester and then I’ll be getting married so I would love to get rid of it. ...





See More"
1508,BYU Approved Female Shared Contract Spring/Summer DISCOUNTED,"$300 · Provo, UT",Originally $355 a month but I am discounting and covering your utilities as well for only $300! You can move in whenever you need to. Just 2 blocks south of BYU and has a washer/dryer and covered parking also included with rent. My roommate is selling as well if you are interested.
1509,Shared BYU Female Spring/Summer Contract DISCOUNTED,"$300 · Provo, UT","Originally $355 but I am discounting to $300 and I will pay for your utilities as well. Only two blocks south of BYU, move in whenever you need to. Washer and dryer in unit, covered parking included as well."
1510,Fall Contracts available at Sparks II Apartments!,"$330 · Provo, UT","Apartment types and prices listed on the attached flyer!
Apply online at sparksapts.com!
-Club house, pool and hot tub on-site
-BYU Shuttle stops right outside of the complex
-Next to VASA Fitness...

See More"
1511,"BYU/UVU mens shared/private, Raintree Commons","$189 · Provo, UT","Going ASAP. Rent is normally $309 but now only $189 + utilities. Contract ends August 15. Nice hot tub, pool, parking, activities, clubhouse. Very close to the UVX too. Roommates are good clean guys, and mine just moved out so if you have friends you want to move in with, great. If not this room has no one else so it’s basically a private room right now, and it’s unlikely anyone else will move in. Apartment is 1250 sq ft with 3 bedrooms, 2 bathrooms. Plus you will own 1/5 of a big sharp TV! Contact me for more info or if interested."
1512,Mens Contract @ Liberty Square,"$395 · Provo, UT","LIBERTY SQUARE in PROVO, UTAH MENS CONTRACT (April 2020-August 2021)summer contract with renewal
$386/summer
$395/month renewal in August Including Utilities
Furnished...


See More"
1513,Private Room at King Henry,"$298 · Provo, UT",$298 for female **PRIVATE room **at King Henry Apartments. Super fun place to live for the Spring/Summer semester. Move in date April 16th. Message me for details!
1514,Bedroom,$400 ·,"Spacious Master Bedroom Available!
For rent in a 4-bedroom home in American Fork Utah.
Each room in the house is occupied by one single-male.
•Plenty of parking space available. ...








See More"
1515,4 beds · 1 bath · Apartment,$375 / Month,"It's no secret that Carriage Cove is consistently voted Utah Valley's best single-student housing! Each fully-furnished suite has 1,400 spacious square feet with four private bedrooms and vanities, cable TV, high-speed Internet, a 50-gallon water heater and a large locking storage unit. Living rooms are furnished with a couch, love seat, tables and lamps. Each suite has its own private patio or balcony. Kitchens are furnished with a dishwasher, oven, fridge, microwave oven, d...
See More"
1516,housing,$415 ·,"I am selling my housing contract at Timpanogos Gateway starting May 1st to the end of August with the option to renew. It is a very nice, spacious apartment with washer/dryer in unit. Super great landlord, very large private room, queen-size bed, walk-in closet, and free parking. Three people total in the apartment. Rent is $415 a month ($385 rent + $30 utilities)."
1517,2 beds · 1 bath · Apartment,$187 / Month,"Rent is $375/month which includes utilities. However, April rent will have been paid for and July rent has already been paid. So you wouldn’t have to pay any rent for those months and would only have to pay $375 for both May and June. The contract goes until July with the option to renew. The apartment is available anytime from the middle part of April and on.
This is a shared room, but in my opinion about as good as a shared room can get. My roommate is super laid back and a...
See More"
1518,"MALE SINGLE CONTRACT-- CARRIAGE COVE-- IMMEDIATE MOVE-IN, REDUCED PRICE SUMMER (APRIL-AUGUST)","$250 · Provo, UT","MALE SINGLE CONTRACT-- CARRIAGE COVE-- IMMEDIATE MOVE-IN, REDUCED PRICE SUMMER (APRIL-AUGUST)
Was $390, is now $250/month, I have to move home early cause, you know...
Can move in immediately, good roommates, great location for school (post-pandemic), hot tub, swimming pool, weight room, other amenities and great ward. For info about the complex, visit https://www.carriagecove.com/application.html...
See More"
1519,My private room at Winter Quarters,"$475 · Provo, UT","Right across from Brick Oven Pizza and BYU!! Super close- probably a 2 minute walk to campus. It's a private room and has really good and fun roommates who are willing to get to know someone new! It's also a great ward. Its empty right now, so you can move in anytime! Message me for details! I'm willing to give a good deal."
1520,BELMONT CONDOS - MEN'S PRIVATE MASTER BEDROOM AVAILABLE SPRING OR MAY 1st WITH OPTION TO RENEW,"$495 · Provo, UT","I am moving and need to sell my contract at Belmont!
-Private Master Bedroom with bathroom and walk in ward robe
-BYU Housing...
See More"
1521,"Private Room in Provo, Utah","$18 · Encinitas, CA","Renting out a private room in the Provo, Utah area. Cost is $18/day, however, if you are looking for a long term arrangement, more than willing to chat. Message me for more information and details."
1522,Fall Winter Contract!,"$415 · Provo, UT","Still looking for Fall/Winter housing? Here at Sparks ii we offer a 6 person shared apartment with two bathrooms. Very social complex, pool, hot tub, ping pong table, pool table and tv with Netflix and Disney +.
We are filling up fast, let me know if you’re interested or apply online."
1523,Shared Room available in the cutest house ever!,"$190 · Provo, UT","**Women's Shared Room, CUTEST HOUSE EVER!**
Both spots are available in the shared room. It is $190 for Spring/Summer and goes up to $290 in Fall/Winter so it is a great deal for a house!!
2 kitchens, lots of space, 5 rooms in total (this shared room plus 4 private rooms), laundry and dryer in house, great parking! ...
See More"
1524,3 beds · 3 bath · Townhouse,"$1,800 / Month","Brand New Townhome in Edge Lakefront Division
3 Bed 2.5 Bath
Just completed
Ready for move in immediately
Pet Friendly!...






See More"
1525,3 Bedroom 2 Bathroom - Apartment,"$300 · Provo, UT","Hey Everyone! We are selling a male shared contract over here at Centennial Apartments! Available right now for $300!
There is a rec room, pool, grill/fire pit area, hot tub, and on-site laundry! It's an incredible place to live with an awesome social environment! We are also right across the street from the BYU Ryde shuttle!
Go here for a Virtual 3D Tour!...
See More"
1526,3 Bedroom 2 Bathroom - Apartment,"$290 · Provo, UT","Hey Everyone! We are selling a male shared contract over here at Centennial Apartments! Available right now for $290!
There is a rec room, pool, grill/fire pit area, hot tub, and on-site laundry! It's an incredible place to live with an awesome social environment! We are also right across the street from the BYU Ryde shuttle!
Go here for a Virtual 3D Tour!...
See More"
1527,"BYU/UVU private/shared room, Raintree Commons","$229 · Provo, UT","Going ASAP. Normally $349 with utilities but now only $229 including utilities. Contract ends August 15. Nice hot tub, pool, parking, activities, clubhouse. Very close to the UVX too. Roommates are good clean guys, and some are looking to move out as well, so if you have friends you want to move in with, all the better. Apartment is 1250 sq ft with 3 bedrooms, 2 bathrooms. Plus you will own 1/5 of a big sharp TV! Contact me for more info or if interested."
1528,4 beds · 2 bath · Apartment,$425 / Month,"Selling my private room at The Avenues for Spring/Summer with the option to renew in the Fall. Can move in ASAP. April rent is already paid for.
�(Lease is until August, but is renewable)
Rent: $425/month + utilities...






See More"
1529,Womens Shared bedroom,"$370 · Provo, UT","I WILL PAY YOUR FIRST MONTHS RENT!!
Selling my contract ASAP at Liberty Square for the Spring/Summer semester. Shared room at $370/month plus utilities. It’s a ground level apartment with five awesome roommates, great ward, and super social environment! 10 minute walk to BYU campus. Contract is good until August 2021!"
1530,299,"Contact Seller · Provo, UT","Offering $319 off. Private bedroom with a private bathroom!! Available April 10 th -August 15 th.
Message me if you’re interested!"
1531,4 Private Rooms at the Branbury,"$300 · Provo, UT","We are selling 4 contracts together at the Branbury, available to move in as soon as you’d like! Parking is paid for for the year. Normal rent price is $460. 4 private rooms, two with twin beds and two with full beds. Awesome place to live!"
1532,Mens contract @ Liberty Square,"$395 · Provo, UT","LIBERTY SQUARE in PROVO, UTAH MENS CONTRACT (April 2020-August 2021)summer contract with renewal
$386/summer
$395/month renewal in August Including Utilities
Furnished...


See More"
1533,Contract at Liberty on 8th,"$315 · Provo, UT",****i’ll pay for first months rent and offer a reduced rate for the remainder of the contract**** i’ve loved living here it’s SO close to campus and renewable for the fall!! it is a shared room but the other girl moved out until august so it’s basically private! you can move in as soon as possible
1534,Private Bedroom,"$535 · Orem, UT","Hi everyone! I have a private room available! It’s a four bedroom two bathroom apartment, and I share the bathroom with one of my roommates (you get your own sink!). I have the best roommates ever and they have easily become my best friends since moving to Utah, so I’m super upset that I have to leave. However they have mostly gone home for the rest of their leases and one will probably be home only once a week or so, so you basically have your own apartment!! I’m at Wolverin...
See More"
1535,2 beds · 1 bath · Apartment,"$1,150 / Month","Newly Renovated 2 bed 1 bath apartments available NOW!!
*****Discounted! $500 off of Rent for April if you sign by 3/31/20******
-FIRST TENANTS IN APARTMENT!! (No one has lived in this renovated apartment yet)
-Located right off of the freeway between UVU and Center street in Orem. ( 10 min walk to UVU)
-NEW STAINLESS STEEL APPLIANCES...













See More"
1536,or,$250 ·,1 or 2 spring/summer contracts at King Henry. $250/month including utilities. Available ASAP!
1537,BYU-Approved Women's Housing,"$350 · Provo, UT",Email westwoodprovo@gmail.com or text 385-325-0546 to schedule!
1538,byu women's contract,"$265 · Provo, UT","Selling my BYU women’s approved contract, April-August, can move in now!! Need to sell ASAP! Willing to pay $100 each month. Message me!"
1539,Female Shared Room Contract AVAILABLE NOW,"$384 · Provo, UT","I'm selling my shared room contract at the RIVIERA!!!!
- It is available NOW with April's rent PAID!
- The price is $384 per month & that INCLUDES utilities!...
See More"
1540,3 Bedroom 2 Bathroom - Apartments,"$310 · Provo, UT","Hey Everyone! We are selling a female shared contract over here at Centennial Apartments! It is available RIGHT NOW and is RENEWABLE if you act fast!
There is a rec room, pool, grill/fire pit area, hot tub, and on-site laundry! It's an incredible place to live with an awesome social environment! We are also right across the street from the BYU Ryde shuttle!
Go here for a Virtual 3D Tour! ...
See More"
1541,MENS PRIVATE ROOM BELMONT CONDOS,"$405 · Bainbridge Island, WA","Mens Private Room at Belmont Condos. Available ASAP. Assigned parking, in-unit washer and dryer, pool, hot tub, clubhouse. Across the street from a campus shuttle stop. Message me for details if interested!"
1542,Lanai Girls Room- Private,$460 ·,"I WILL VENMO YOU $$$600$$$ WHEN YOU BUY THE CONTRACT!
Girls Private room with a shared bathroom. 4 girls & 2 bathrooms. Underground parking. Best ward/ super social. South of BYU campus. 5-7 minute walk to campus.
Roommate also selling her contract!!
Message me for pictures!!"
1543,Women's Spring/Summer contracts (not renewable for fall),"$245 · Provo, UT","2 spots open at the Atrium!
Washer/Dryer inside the apartment
Available April 27-August 15...
See More"
1544,(UNAVAILABLE) Spring/Summer Shared Women's Contract,"$250 · Provo, UT","Just lowered the price!
- super close to campus (Crown Apartments)
- BEAUTIFUL kitchen...
See More"
1545,Selling 4 women’s contracts,"$345 · Provo, UT","* WILLING TO NEGOTIATE PRICE SUBSTANTIALLY *
3 spots available in a house! At least 2 are available ASAP and one available starting in the fall. Two bedrooms, both SHARED 😄
Amenities include the following: ...
See More"
1546,Mens contract @ Liberty Square,"$395 · Provo, UT","LIBERTY SQUARE in PROVO, UTAH MENS CONTRACT (April 2020-August 2021)summer contract with renewal
$386/summer
$395/month renewal in August Including Utilities
Furnished...


See More"
1547,ISO,"FREE · Provo, UT","In search of married housing starting in August. Looking for about $600-800 a month and in Provo!
Drop a comment if you have anything - I know it’s early just getting an idea for what’s available."
1548,Looking for BYU approved Fall housing for 4 guys together!,"FREE · Provo, UT",
1549,Pheasant Meadows private rooms,"$430 · Orem, UT",Looking for a roomie to share the master with me for this summer 😊😊 dm me if you have any questions! Available April 15th!
1550,1 WOMENS Private room & 1 MENS private room,"FREE · Provo, UT","Looking for 1 WOMENS private room & 1 MENS private room. (2 separate contracts in 2 separate houses for my boyfriend and I)
Women’s Private Room:
I am looking for a private room/private bathroom in a townhome or a home in the Provo/Orem/Vineyard areas, I go to BYU. Looking for contracts available in June or possibly July, so I guess a summer contract. ...

See More"
1551,BYU women’s housing,"$265 · Provo, UT","Selling my BYU women’s approved contract, April-August, can move in as early as next week. Need to sell ASAP! Willing to pay $100 each month. Message me!"
1552,Apartment contract,"$519 · Orem, UT","I’m trying to sell my contract ASAP! I will be leaving for the summer and would like to get someone moved in as soon as your able. DM for more details
Private Room with in apartment washer and dryer. Underground parking. Apartments are super nice and really close to UVU campus"
1553,room for rent,"Contact Seller · Orem, UT","$300
@UNIVERSITY TOWERS (630 s 1200 w)
shared girls room for rent
you can move in today ...





See More"
1554,PRIVATE ROOM AT THE ISLES,"$450 · Provo, UT","I am selling a private room at the Isles in Provo! April rent is paid for! Cutest roommates, amazing ward and less than a block from BYU! I am moving out ASAP so you can move in whenever. Message me for more details!"
1555,ISO married housing for spring and summer,"$1 · Provo, UT",Looking for the best offers and flexible on the move in day. Msg me your offers
1556,0 beds · 0 bath · House,$355 / Month,"Contract is available now until Aug 15, 2020.
Selling my shared room contract.
Great roommates in a great location....
See More"
1557,Mens shared room contract,"$300 · Provo, UT","I’m selling my men’s shared room contract for centennial apartments because I am getting married. Contract goes through mid July. Rent is $300 plus utilizes and you can move in as soon as you want. I am willing to negotiate rent to make taking the contract worth it, will pay April’s rent if you move in in the month of April or will pay you $400 if you take the contract. Message me if you’re interested or have any questions. Willing to negotiate!"
1558,Private Women's Room at CollegePlace Provo,"$275 · Lehi, UT","DISCOUNTED from $515 down to $275
Available as soon as you sign!
Lease from April-August with an option to renew August 2020-August 2021....
See More"
1559,Private Female Room South Provo - Brand New House,"$475 · Pleasanton, CA","Private room available now in our brand new house in South Provo (lease goes through end of September & can be renewable). $475 per month plus utilities. Message me for details!
Pictures here: https://www.trulia.com/…/767-aspen-cir-provo-ut-84606--2416…"
1560,2 beds · 2 bath · Apartment,$600 / Month,"Upgraded everything in this apartment! Laundry is included as well as parking
Not BYU housing
Got questions? Message me!"
1561,ISO,"$400 · Provo, UT",Hi! I’m looking for a private room for this fall2020/winter2021! I’m a BYU student. Looking for something preferably under 400 with a washer and dryer in unit and close to campus or a shuttle!
1562,Shared Female BYU Approved Spring/Summer Contract DISCOUNTED,"$300 · Provo, UT","Original price is $355 a month but I am discounting down to $300 and I will also cover your utilities. You can move in whenever you need to. April rent is completely paid for. The apartment has a washer and a dryer, covered parking included as well. Only two blocks south of BYU."
1563,1-3 Private Rooms at The Crestwood!,"$350 · Mesa, AZ","Selling 1-3 rooms at The Crestwood. $350. Check out the listing! Hannah Asay
https://www.bidmycrib.com/lis…/1-3-rooms-at-the-crestwood-2/"
1564,3 Contracts at The COVETED Belmont Condos (SPR/SUM) Renewable,"$450 · Provo, UT","Your dream summer spot. Available mid April, renewable into next year. First come, first serve."
1565,Male PRIVATE bedroom avalible ASAP,"$380 · Salt Lake City, UT","MALE PRIVATE BEDROOM $380
Private bedroom in the Belmont Condos! ONLY 2 roommates (three total with 2 bathrooms!). Available for spring/summer term and runs through fall and winter. Utilities are around $45 a month right now. In unit washer and dryer, assigned parking space and only two other very clean guys in the apartment. 3 minute walk to campus shuttle stop. Please message if you are interested in signing the contract Monday morning!"
1566,"BYU/UVU private/shared mens room, raintree commons","$229 · Provo, UT","Going ASAP. Normally $349 with utilities but now only $229 including utilities. Contract ends August 15. Nice hot tub, pool, parking, activities, clubhouse. Very close to the UVX too. Roommates are good clean guys, and some are looking to move out as well, so if you have friends you want to move in with, all the better. Apartment is 1250 sq ft with 3 bedrooms, 2 bathrooms. Plus you will own 1/5 of a big sharp TV! Contact me for more info or if interested."
1567,Raintree Commons Contract (Guys only),"$195 · Provo, UT","2 bathroom, 3 bedrooms (6 beds total), kitchen, dining area, living room. Currently 5 roommates, though 2 hardly ever come in, and another will be gone by late April. All furnished. Original contract price is about $390/mo (including utilities), but I am willing to pay you my half up front. Move-in date is flexible, though sometime in April is preferred. Contract ends in August."
1568,ROOM,Contact Seller ·,"PRIVATE FEMALE ROOM IN OREM!!
- Washer/dryer in the apartment.
- Free assigned parking.
- Super close to UVU and Orem Walmart!
- Room shares a bathroom with one other girl. Not furnished, but has 2 couches in the living room that will stay! ...
See More"
1569,1 bed · 1 bath · Apartment,"$1,025 / Month","Brand new building close to the Village. It’s a year old so everything is super new and really nice. Message me if interested for price.
- one bedroom
- one bathroom (sink separate from toilet and shower)
- all granite counter tops...












See More"
1570,Women's Spring/Summer Contracts (Not renewable for Fall),"$245 · Provo, UT","2 spots open at the Atrium!
Washer/Dryer inside the apartment
Available April 27-August 15...
See More"
1571,1 bed · 2 bath · Room Only,$427 / Month,"#1 PLACE to hunker down and survive COVID-19!
Available immediately ($427/mo is a reduced price!)
- Private Bedroom (Honestly a must right now)
- Stunning view of the mountains right from your bedroom (To keep you sane during isolation)...





See More"
1572,King Henry 3 bedroom,$280 ·,"King Henry 3 bedroom 1 bathroom
$280 a month
Spring/summer (can move in as soon as March 30)...
See More"
1573,DISCOUNTED Private Men's Room at University Avenue Condos,"$350 · Provo, UT","HUGE DISCOUNT Private bedroom, 2 bathrooms. Rent is usually $455, I will cover the difference for the rest of the lease. Has central air, dishwasher, washer/dryer, disposal, microwave. Large kitchen with lots of counter space. Lots of covered and uncovered parking. Elevator access from parking garage to ground floor. 4 blocks to BYU campus and across the street from the Provo City Library. Right across the street from UVX Academy Square bus stop. Very convenient to get to school without having to drive or walk. Available immediately!!! Move in date is flexible, and lease goes til August 2020. Let me know if you would like to see it or if you have any questions!"
1574,Women's Apartment contract @ The Lodges at Glenwoodq,"$215 · Provo, UT","Looking to sell my contract at Glenwood starting April 1-End of August (Utilities are included in rent AND I'll pay April's rent :)). Glenwood is in a great location with the stadium right down the road, a short walk to the bus stop, and only 15 minutes to campus. It also has a sand volleyball pit, pool, hot tub, and common area. Office staff are really helpful and friendly. AND, the ward is great and all the roomies are super chill and fun.
I'll pay $100 towards your rent each month :)"
1575,King Henry,"$280 · Provo, UT",Anyone looking for a place at KING HENRY? We've got multiple spots in an apartment. It's the most fun place to live!
1576,Private and Shared Rooms,"$375 · Orem, UT","MENS PRIVATE AND SHARED ROOMS!
$475 Private
$375 Shared...
See More"
1577,DISCOUNTED LIBERTY SQUARE CONTRACT,"$200 · Provo, UT",I moving home for the spring/summer and am selling my contract. I am willing to sell it for half off and you can renew for the fall if you want! Message me if interested!
1578,BYU/UVU Women's Private Room,"$427 · Provo, UT","Private Bedroom @ Alpine Village (https://myalpinevillage.com/)
#1 PLACE to hunker down and survive COVID-19!
Available immediately ($427/mo is a reduced price!)
- Private Bedroom (Honestly a must right now)...






See More"
1579,(Mens) Private bedroom in Pleasant Grove/Orem,"$420 · Salt Lake City, UT","(Trying to help my boyfriend sell his contract ASAP)
Private Bedroom in Pleasant Grove!
$420 a month! and utilities run from $20-$50 per month....
See More"
1580,3 beds · 3 bath · Townhouse,$370 / Month,"Available April 15th. $185 for the rest of April will be paid to me.
Deposit: $325 (or so, you will have to check with the landlord)
Utilities: vary from about $40-$50
I think this room CAN be considered as approved housing, but I go to UVU so I didn't really care as much. ...
See More"
1581,Girls Private Room and Lanai,"$460 · Provo, UT","Private Room available NOW!!!
Room has 4 girls and 2 bathrooms. Laundry. Dishwasher. Underground parking. Best roommates. Most social and best wards!!
Message me for pictures!!!"
1582,Looking for fall housing,"$450 · Provo, UT","Looking for fall housing with 2-3 PRIVATE (ONLY!!!) rooms. Furnished. Under $450 with available parking. Preferably a TOWN HOUSE or a condo.
Send all the info and pictures"
1583,private room available,$474 ·,Men’s private room available ASAP $475/ month utilities included! Message me or Codee Seehagen for more information! https://www.facebook.com/marketplace/item/1339259902950538/
1584,4 beds · 2 bath · Apartment,$395 / Month,"Super nice place. Great manager, spacious room centrally located in provo."
1585,MALE PRIVATE ROOM $300,"$300 · Provo, UT","I am selling my contract for the Omni. Move in ASAP. I am trying to get married and need to sell it like yesterday. It is a large, spacious private room. Roommates are true homies and very clean! In unit washer and dryer. The lease lasts from April to August with the option to renew. Utilities and Wifi are $30-40 a month. There is a $250 deposit. ($150) Refundable.) Please let me know if you are interested. I need to get out of this as to not pay double rent. Thanks! Also you cant text me my number 863-274-0574. Also let me know if you want a video tour of the place and I can show you around!"
1586,Mens PRIVATE room avalible ASAP,"$380 · Salt Lake City, UT","MALE PRIVATE BEDROOM $380
Private bedroom in the Belmont Condos! ONLY 2 roommates (three total with 2 bathrooms!). Available for spring/summer term and runs through fall and winter. Utilities are around $45 a month right now. In unit washer and dryer, assigned parking space and only two other very clean guys in the apartment. 3 minute walk to campus shuttle stop. Please message me if you are looking for somewhere April 1st and would be willing to sign a contract Monday!"
1587,Womens contract (april free!),"$295 · Orem, UT","All of april paid for! Women's housing contract for sale at the lodges at the Glenwood, 2 bath, kitchen, pool, hot tub, volleyball court, lodge with pool table and ping pong, on site laundry for cheap. Close to BYU campus and quick commute to UVU."
1588,Canyon View Crossing Apartments,"$250 · Orem, UT",Looking to sell my Canyon View Crossing Apartments contract for $250/month. Move in date is as early as today. Message me for details 😊
1589,CONTRACT AT ALPINE VILLAGE,$449 ·,"CAN MOVE IN ASAP!! AND I WILL GIVE $100 TO WHOEVER SIGNS THE LEASE FIRST
-PLENTY OF CLOSET SPACE AND STORAGE UNDER THE BED
-WASHER AND DRYER INSIDE
-HAS A POOL AND HOT TUB
-SUPER SOCIAL/AWESOME WARD ...

See More"
1590,2 beds · 1 bath · Apartment/Condo,$250 / Month,Santa Barbara apartments are the best place to live in the summer. The shared bedroom is for rent. It's extremely social with fun with genuine people. Best roommates. 10 minute walk south of BYU campus. The contract is renewable for fall. Available in April. Originally $395 but I'll bring it down to $250 a month for spring & summer. Has a pretty good washer and dryer in the unit as well. DM if interested!
1591,Mens Contract @Liberty Square,"$395 · Provo, UT","LIBERTY SQUARE in PROVO, UTAH MENS CONTRACT (May 2020-August 2021)summer contract with renewal
$386/summer
$395/month renewal in August Including Utilities
Furnished...


See More"
1592,Spring/summer contract at King Henry,"$270 · Provo, UT","I’m headed on a study abroad and need to sell my spring/summer contract! It’s a fun complex to live in with a pool, hot tub, club house with consistent activities and a gym. I have great roommate who are super clean! It’s an apt of 4 people! Let me know if you’re interested!"
1593,DOUBLE CONTRACT FOR FEMALE SHARED ROOM,"$385 · Provo, UT","Hi everyone! Me and my roommate are looking to sell our spring/summer contracts ASAP. It is a shared room at Liberty on Freedom.
-$385 (utilities included, also willing to negotiate)
-Rent for April is already payed for!
-5-10 minute walk to BYU campus
-Super friendly ward...

See More"
